SKU,Brand,Category,Gender,Diameter,Atm,Case_Size,Case_Material,Case_Color,Dial_Color,Strap_Material,Strap_Color,Regular_Price
watch_0,genskne,Watch,Male,37.0,3.0,Medium,Titanium,Black,Black,Metal Bracelet,Black,1712.0
watch_1,genskne,Watch,Male,37.0,3.0,Medium,Titanium,Black,Blue,Metal Bracelet,Black,982.0
watch_2,genskne,Watch,Female,24.0,3.0,Small,Stainless Steel,Rose Gold,White,Metal Bracelet,Rose Gold,2355.0
watch_3,genskne,Watch,Male,37.0,3.0,Medium,Stainless Steel,Silver,Black,Leather,Black,2355.0
watch_4,genskne,Watch,Male,37.0,3.0,Medium,Stainless Steel,Silver,Blue,Leather,Black,2355.0
watch_5,genskne,Watch,Female,26.0,3.0,Small,Stainless Steel,Black,Black,Metal Bracelet,Black,845.0
watch_6,genskne,Watch,Female,26.0,3.0,Small,Stainless Steel,Silver,White,Metal Bracelet,Two Tone,314.0
watch_7,genskne,Watch,Female,26.0,3.0,Small,Stainless Steel,Silver,White,Metal Bracelet,Two Tone,849.0
watch_8,genskne,Watch,Female,26.0,3.0,Small,Stainless Steel,Gold,White,Metal Bracelet,Gold,645.0
watch_9,genskne,Watch,Female,26.0,3.0,Small,Stainless Steel,Gold,Silver,Metal Bracelet,Silver,995.0
watch_10,genskne,Watch,Female,26.0,3.0,Small,Stainless Steel,Rose Gold,Silver,Metal Bracelet,Rose Gold,785.0
watch_11,genskne,Watch,Female,26.0,3.0,Small,Stainless Steel,Rose Gold,White,Metal Bracelet,Silver,795.0
watch_12,genskne,Watch,Female,26.0,3.0,Small,Stainless Steel,Silver,Black,Metal Bracelet,Silver,740.0
watch_13,genskne,Watch,Female,26.0,3.0,Small,Stainless Steel,Silver,White,Metal Bracelet,Silver,440.0
watch_14,genskne,Watch,Female,22.0,3.0,Small,Stainless Steel,Rose Gold,Black,Metal Bracelet,Black,925.0
watch_15,genskne,Watch,Female,22.0,3.0,Small,Stainless Steel,Silver,Silver,Leather,Black,845.0
watch_16,genskne,Watch,Female,25.0,3.0,Small,Stainless Steel,Rose Gold,Brown,Metal Bracelet,Rose Gold,489.0
watch_17,genskne,Watch,Female,25.0,3.0,Small,Stainless Steel,Silver,Silver,Metal Bracelet,Silver,745.0
watch_18,dasadsa,Watch,Female,40.0,10.0,Medium,Plastic,Black,Black,Silicone,Black,849.0
watch_19,dasadsa,Watch,Male,40.0,10.0,Medium,Plastic,Black,Black,Silicone,Black,849.0
watch_20,dasadsa,Watch,Male,40.0,5.0,Medium,Plastic,White,White,Silicone,White,400.0
watch_21,dasadsa,Watch,Male,42.0,5.0,Medium,Plastic,Black,LCD,Silicone,Black,899.0
watch_22,dasadsa,Watch,Male,42.0,5.0,Medium,Plastic,Blue,LCD,Silicone,Blue,695.0
watch_23,dasadsa,Watch,Unisex,41.0,5.0,Medium,Plastic,Black,Multicolor,Silicone,Black,1295.0
watch_24,dasadsa,Watch,Unisex,44.0,10.0,Large,Plastic,Black,Black,Silicone,Black,669.0
watch_25,dasadsa,Watch,Unisex,44.0,10.0,Large,Plastic,White,White,Silicone,White,645.0
watch_26,dasadsa,Watch,Female,41.0,5.0,Medium,Plastic,Black,White,Silicone,Black,569.0
watch_27,dasadsa,Watch,Female,34.0,10.0,Small,Plastic,White,White,Silicone,Multicolor,400.0
watch_28,dasadsa,Watch,Female,34.0,10.0,Small,Plastic,White,White,Silicone,Multicolor,745.0
watch_29,dasadsa,Watch,Female,34.0,10.0,Small,Plastic,White,White,Silicone,Multicolor,499.0
watch_30,dasadsa,Watch,Female,34.0,10.0,Small,Plastic,Black,Black,Silicone,Black,795.0
watch_31,dasadsa,Watch,Male,42.0,10.0,Medium,Stainless Steel,Silver,Black,Leather,Black,615.0
watch_32,dasadsa,Watch,Male,42.0,10.0,Medium,Stainless Steel,Silver,White,Leather,White,795.0
watch_33,dasadsa,Watch,Male,42.0,10.0,Medium,Stainless Steel,Silver,Black,Leather,Black,350.0
watch_34,dasadsa,Watch,Male,42.0,10.0,Medium,Stainless Steel,Silver,Blue,Fabric,Blue,665.0
watch_35,dasadsa,Watch,Male,42.0,10.0,Medium,Plastic,White,LCD,Silicone,White,575.0
watch_36,dasadsa,Watch,Male,48.0,10.0,X-Large,Plastic,Black,Black,Silicone,White,380.0
watch_37,dasadsa,Watch,Male,48.0,10.0,X-Large,Plastic,Blue,Black,Silicone,Blue,310.0
watch_38,dasadsa,Watch,Male,43.0,5.0,Large,Plastic,Black,LCD,Silicone,Black,769.0
watch_39,dasadsa,Watch,Unisex,43.0,5.0,Large,Plastic,Black,LCD,Silicone,Black,880.0
watch_40,dasadsa,Watch,Male,53.0,5.0,X-Large,Plastic,Black,LCD,Silicone,Black,899.0
watch_41,dasadsa,Watch,Male,42.0,5.0,Medium,Plastic,Black,LCD,Silicone,Black,899.0
watch_42,silfoli,Watch,Female,40.0,10.0,Medium,Stainless Steel,Rose Gold,Rose,Metal Bracelet,Rose Gold,999.0
watch_43,aniemin,Watch,Female,28.0,3.0,Small,Stainless Steel,Silver,Silver,Metal Bracelet,Silver,899.0
watch_44,aniemin,Watch,Female,32.0,3.0,Small,Stainless Steel,White,Mother Of Pearl,Leather,Beige,899.0
watch_45,aniemin,Watch,Male,43.0,5.0,Large,Stainless Steel,Rose Gold,Silver,Metal Bracelet,Two Tone,215.0
watch_46,aniemin,Watch,Male,43.0,5.0,Large,Stainless Steel,Gold,Black,Leather,Black,335.0
watch_47,aniemin,Watch,Female,32.0,3.0,Small,Stainless Steel,Silver,Mother Of Pearl,Metal Bracelet,Silver,215.0
watch_48,aniemin,Watch,Female,32.0,5.0,Small,Stainless Steel,Rose Gold,Mother Of Pearl,Metal Bracelet,Multicolor,235.0
watch_49,aniemin,Watch,Male,41.0,5.0,Medium,Stainless Steel,Black,Black,Leather,Black,295.0
watch_50,aniemin,Watch,Male,46.0,5.0,Large,Stainless Steel,Silver,Black,Leather,Black,184.0
watch_51,aniemin,Watch,Female,32.0,3.0,Small,Stainless Steel,Rose Gold,Mother Of Pearl,Metal Bracelet,Rose Gold,278.0
watch_52,aniemin,Watch,Male,43.0,5.0,Large,Stainless Steel,Silver,Blue,Metal Bracelet,Silver,215.0
watch_53,aniemin,Watch,Male,43.0,5.0,Large,Stainless Steel,Silver,Blue,Leather,Blue,255.0
watch_54,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,Black,Metal Bracelet,Silver,295.0
watch_55,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Gold,Gold,Metal Bracelet,Gold,255.0
watch_56,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Gold,Gold,Metal Bracelet,Gold,255.0
watch_57,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Gold,Gold,Metal Bracelet,Gold,195.0
watch_58,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Gold,Gold,Metal Bracelet,Gold,255.0
watch_59,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Gold,Gold,Metal Bracelet,Gold,335.0
watch_60,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Gold,Red,Metal Bracelet,Gold,255.0
watch_61,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Gold,Red,Metal Bracelet,Gold,295.0
watch_62,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Gold,Red,Metal Bracelet,Gold,1111.0
watch_63,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Gold,Red,Metal Bracelet,Gold,1283.0
watch_64,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Gold,Red,Metal Bracelet,Gold,982.0
watch_65,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Silver,Blue,Metal Bracelet,Silver,1583.0
watch_66,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Silver,Metal Bracelet,Two Tone,854.0
watch_67,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Rose Gold,Silver,Metal Bracelet,Two Tone,982.0
watch_68,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Silver,Metal Bracelet,Two Tone,982.0
watch_69,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Rose Gold,Silver,Metal Bracelet,Two Tone,639.0
watch_70,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Silver,Metal Bracelet,Two Tone,1154.0
watch_71,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Rose Gold,Silver,Metal Bracelet,Two Tone,1369.0
watch_72,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,Blue,Metal Bracelet,Silver,1154.0
watch_73,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Black,Metal Bracelet,Two Tone,1626.0
watch_74,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Rose Gold,Black,Metal Bracelet,Two Tone,1025.0
watch_75,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Black,Metal Bracelet,Two Tone,854.0
watch_76,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Rose Gold,Black,Metal Bracelet,Two Tone,255.0
watch_77,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Silver,Blue,Metal Bracelet,Silver,982.0
watch_78,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Blue,Metal Bracelet,Two Tone,215.0
watch_79,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Rose Gold,Blue,Metal Bracelet,Two Tone,295.0
watch_80,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Blue,Metal Bracelet,Two Tone,940.0
watch_81,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Rose Gold,Blue,Metal Bracelet,Two Tone,295.0
watch_82,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Blue,Metal Bracelet,Two Tone,725.0
watch_83,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Rose Gold,Blue,Metal Bracelet,Two Tone,511.0
watch_84,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Brown,Metal Bracelet,Two Tone,854.0
watch_85,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Rose Gold,Brown,Metal Bracelet,Two Tone,987.0
watch_86,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Brown,Brown,Metal Bracelet,Silver,854.0
watch_87,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Brown,Brown,Metal Bracelet,Silver,682.0
watch_88,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Brown,Brown,Metal Bracelet,Silver,854.0
watch_89,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Brown,Brown,Metal Bracelet,Two Tone,854.0
watch_90,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Silver,Metal Bracelet,Rose Gold,1068.0
watch_91,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Rose Gold,Silver,Metal Bracelet,Rose Gold,596.0
watch_92,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Silver,Metal Bracelet,Rose Gold,854.0
watch_93,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Rose Gold,Silver,Metal Bracelet,Rose Gold,854.0
watch_94,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Silver,Metal Bracelet,Rose Gold,1068.0
watch_95,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Rose Gold,Silver,Metal Bracelet,Rose Gold,725.0
watch_96,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Black,Metal Bracelet,Rose Gold,811.0
watch_97,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Rose Gold,Black,Metal Bracelet,Rose Gold,854.0
watch_98,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Black,Metal Bracelet,Rose Gold,854.0
watch_99,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Rose Gold,Black,Metal Bracelet,Rose Gold,811.0
watch_100,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Rose Gold,Black,Metal Bracelet,Rose Gold,725.0
watch_101,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Blue,Metal Bracelet,Rose Gold,596.0
watch_102,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Rose Gold,Blue,Metal Bracelet,Rose Gold,596.0
watch_103,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Blue,Metal Bracelet,Rose Gold,639.0
watch_104,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Rose Gold,Blue,Metal Bracelet,Rose Gold,854.0
watch_105,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Blue,Metal Bracelet,Rose Gold,596.0
watch_106,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Rose Gold,Blue,Metal Bracelet,Rose Gold,682.0
watch_107,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Brown,Metal Bracelet,Rose Gold,553.0
watch_108,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Rose Gold,Brown,Metal Bracelet,Rose Gold,1459.0
watch_109,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Brown,Metal Bracelet,Rose Gold,1283.0
watch_110,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Rose Gold,Brown,Metal Bracelet,Rose Gold,1115.0
watch_111,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Brown,Metal Bracelet,Rose Gold,1115.0
watch_112,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Rose Gold,Brown,Metal Bracelet,Rose Gold,682.0
watch_113,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Silver,Black,Metal Bracelet,Silver,1459.0
watch_114,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,Brown,Metal Bracelet,Silver,854.0
watch_115,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Black,Black,Metal Bracelet,Black,811.0
watch_116,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Black,Black,Metal Bracelet,Black,854.0
watch_117,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Silver,Brown,Metal Bracelet,Silver,768.0
watch_118,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Gold,Green,Metal Bracelet,Gold,854.0
watch_119,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Gold,Green,Metal Bracelet,Gold,425.0
watch_120,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Gold,Green,Metal Bracelet,Gold,511.0
watch_121,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Gold,Green,Metal Bracelet,Gold,511.0
watch_122,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Gold,Green,Metal Bracelet,Gold,553.0
watch_123,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Gold,Green,Metal Bracelet,Gold,1068.0
watch_124,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,Brown,Metal Bracelet,Silver,553.0
watch_125,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,596.0
watch_126,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,949.0
watch_127,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,425.0
watch_128,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,682.0
watch_129,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,425.0
watch_130,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,310.0
watch_131,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Silver,Brown,Metal Bracelet,Silver,854.0
watch_132,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,Brown,Metal Bracelet,Silver,854.0
watch_133,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Silver,Brown,Metal Bracelet,Silver,596.0
watch_134,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,Black,Metal Bracelet,Silver,1115.0
watch_135,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Gold,Silver,Metal Bracelet,Two Tone,940.0
watch_136,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Gold,Silver,Metal Bracelet,Two Tone,682.0
watch_137,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Gold,Silver,Metal Bracelet,Two Tone,639.0
watch_138,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Gold,Silver,Metal Bracelet,Two Tone,682.0
watch_139,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Gold,Silver,Metal Bracelet,Two Tone,682.0
watch_140,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Gold,Silver,Metal Bracelet,Two Tone,768.0
watch_141,eeltwle,Watch,Male,50.0,5.0,X-Large,Stainless Steel,Silver,Black,Metal Bracelet,Silver,639.0
watch_142,eeltwle,Watch,Female,40.0,10.0,Medium,Stainless Steel,Silver,Silver,Metal Bracelet,Silver,811.0
watch_143,eeltwle,Watch,Female,40.0,10.0,Medium,Stainless Steel,Silver,Black,Metal Bracelet,Silver,682.0
watch_144,eeltwle,Watch,Female,40.0,10.0,Medium,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,725.0
watch_145,eeltwle,Watch,Female,40.0,10.0,Medium,Stainless Steel,Rose Gold,Black,Metal Bracelet,Black,296.0
watch_146,eeltwle,Watch,Female,40.0,10.0,Medium,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Two Tone,1025.0
watch_147,eeltwle,Watch,Female,40.0,10.0,Medium,Stainless Steel,Rose Gold,Black,Metal Bracelet,Two Tone,296.0
watch_148,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Gold,Black,Metal Bracelet,Two Tone,296.0
watch_149,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Gold,Black,Metal Bracelet,Two Tone,849.0
watch_150,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Gold,Black,Metal Bracelet,Two Tone,1030.0
watch_151,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Gold,Black,Metal Bracelet,Two Tone,511.0
watch_152,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Gold,Gold,Metal Bracelet,Two Tone,511.0
watch_153,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Gold,Gold,Metal Bracelet,Two Tone,382.0
watch_154,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Gold,Gold,Metal Bracelet,Two Tone,511.0
watch_155,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Gold,Gold,Metal Bracelet,Two Tone,553.0
watch_156,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Gold,Gold,Metal Bracelet,Two Tone,553.0
watch_157,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Gold,Gold,Metal Bracelet,Two Tone,296.0
watch_158,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Gold,Green,Metal Bracelet,Silver,339.0
watch_159,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Gold,Green,Metal Bracelet,Gold,253.0
watch_160,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Gold,Green,Metal Bracelet,Silver,425.0
watch_161,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Gold,Green,Metal Bracelet,Two Tone,596.0
watch_162,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Gold,Green,Metal Bracelet,Two Tone,596.0
watch_163,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Gold,Green,Metal Bracelet,Two Tone,2269.0
watch_164,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,Black,Metal Bracelet,Silver,1712.0
watch_165,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Gold,Red,Metal Bracelet,Two Tone,1712.0
watch_166,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Gold,Red,Metal Bracelet,Two Tone,2227.0
watch_167,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Gold,Red,Metal Bracelet,Two Tone,2227.0
watch_168,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Gold,Red,Metal Bracelet,Two Tone,1969.0
watch_169,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Gold,Red,Metal Bracelet,Two Tone,2012.0
watch_170,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Gold,Red,Metal Bracelet,Two Tone,769.0
watch_171,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Silver,Black,Metal Bracelet,Silver,845.0
watch_172,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Gold,Silver,Metal Bracelet,Gold,899.0
watch_173,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Gold,Silver,Metal Bracelet,Gold,945.0
watch_174,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Gold,Silver,Metal Bracelet,Gold,769.0
watch_175,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Gold,Silver,Metal Bracelet,Gold,899.0
watch_176,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Gold,Silver,Metal Bracelet,Gold,899.0
watch_177,eeltwle,Watch,Unisex,50.0,10.0,X-Large,Stainless Steel,Gold,Silver,Metal Bracelet,Gold,398.0
watch_178,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Gold,Black,Metal Bracelet,Gold,398.0
watch_179,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Gold,Black,Metal Bracelet,Gold,999.0
watch_180,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Gold,Black,Metal Bracelet,Gold,350.0
watch_181,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Gold,Black,Metal Bracelet,Gold,250.0
watch_182,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Gold,Black,Metal Bracelet,Gold,468.0
watch_183,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,Black,Leather,Black,669.0
watch_184,eeltwle,Watch,Male,48.0,10.0,X-Large,Stainless Steel,Silver,Black,Leather,Black,2012.0
watch_185,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,Black,Leather,Brown,1669.0
watch_186,eeltwle,Watch,Male,48.0,10.0,X-Large,Stainless Steel,Silver,Black,Leather,Brown,1669.0
watch_187,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,Blue,Leather,Blue,1969.0
watch_188,eeltwle,Watch,Male,48.0,10.0,X-Large,Stainless Steel,Silver,Blue,Leather,Blue,1411.0
watch_189,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,Blue,Leather,Brown,1497.0
watch_190,eeltwle,Watch,Male,48.0,10.0,X-Large,Stainless Steel,Silver,Blue,Leather,Brown,1411.0
watch_191,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Black,Leather,Black,1497.0
watch_192,eeltwle,Watch,Male,48.0,10.0,X-Large,Stainless Steel,Rose Gold,Black,Leather,Black,290.0
watch_193,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,White,Leather,Brown,290.0
watch_194,eeltwle,Watch,Male,48.0,10.0,X-Large,Stainless Steel,Rose Gold,White,Leather,Brown,390.0
watch_195,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Blue,Leather,Blue,350.0
watch_196,eeltwle,Watch,Male,48.0,10.0,X-Large,Stainless Steel,Rose Gold,Blue,Leather,Blue,390.0
watch_197,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Rose Gold,Blue,Leather,Brown,390.0
watch_198,eeltwle,Watch,Male,48.0,10.0,X-Large,Stainless Steel,Rose Gold,Blue,Leather,Brown,569.0
watch_199,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,Black,Metal Bracelet,Silver,468.0
watch_200,eeltwle,Watch,Male,48.0,10.0,X-Large,Stainless Steel,Silver,Black,Metal Bracelet,Silver,682.0
watch_201,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,Blue,Metal Bracelet,Silver,590.0
watch_202,eeltwle,Watch,Male,48.0,10.0,X-Large,Stainless Steel,Silver,Blue,Metal Bracelet,Silver,769.0
watch_203,silfoli,Watch,Male,44.0,10.0,Large,Stainless Steel,Silver,Black,Leather,Brown,350.0
watch_204,silfoli,Watch,Female,34.0,3.0,Small,Stainless Steel,Silver,Silver,Leather,Brown,350.0
watch_205,silfoli,Watch,Female,34.0,3.0,Small,Stainless Steel,Silver,Cream,Leather,Brown,450.0
watch_206,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,Black,Leather,Black,945.0
watch_207,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Silver,Black,Leather,Black,390.0
watch_208,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,Cream,Leather,Brown,290.0
watch_209,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Silver,Cream,Leather,Brown,899.0
watch_210,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,Cream,Leather,Brown,450.0
watch_211,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Silver,Black,Leather,Black,550.0
watch_212,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,Black,Leather,Brown,450.0
watch_213,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Silver,Black,Leather,Brown,550.0
watch_214,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,Black,Leather,Brown,450.0
watch_215,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Silver,Black,Leather,Brown,569.0
watch_216,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,Black,Leather,Brown,899.0
watch_217,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,Black,Leather,Black,769.0
watch_218,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,Black,Leather,Brown,669.0
watch_219,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Silver,Black,Leather,Brown,669.0
watch_220,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,Black,Leather,Brown,450.0
watch_221,eeltwle,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Silver,Black,Leather,Brown,450.0
watch_222,eeltwle,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,Black,Leather,Brown,1369.0
