SKU,Brand,Category,Gender,Diameter,Atm,Case_Size,Case_Material,Case_Color,Dial_Color,Strap_Material,Strap_Color,Regular_Price
watch_829,orsmisr,Watch,Female,40.0,5.0,Medium,Stainless Steel,Gold,Gold,Metal Bracelet,Gold,1499.0
watch_830,orsmisr,Watch,Female,39.0,5.0,Medium,Stainless Steel,Gold,Gold,Metal Bracelet,Gold,1249.0
watch_831,orsmisr,Watch,Female,39.0,5.0,Medium,Stainless Steel,Silver,Silver,Metal Bracelet,Two Tone,1369.0
watch_832,orsmisr,Watch,Female,26.0,5.0,Small,Stainless Steel,Silver,Silver,Metal Bracelet,Silver,510.0
watch_833,orsmisr,Watch,Female,26.0,5.0,Small,Stainless Steel,Silver,Silver,Metal Bracelet,Two Tone,1249.0
watch_834,orsmisr,Watch,Female,33.0,5.0,Small,Stainless Steel,Silver,Silver,Metal Bracelet,Two Tone,650.0
watch_835,orsmisr,Watch,Female,33.0,5.0,Small,Stainless Steel,Gold,Gold,Metal Bracelet,Gold,1149.0
watch_836,orsmisr,Watch,Female,28.0,5.0,Small,Stainless Steel,Rose Gold,White,Metal Bracelet,Rose Gold,1499.0
watch_837,orsmisr,Watch,Female,33.0,5.0,Small,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,580.0
watch_838,orsmisr,Watch,Female,33.0,5.0,Small,Stainless Steel,Gold,Gold,Metal Bracelet,Gold,510.0
watch_839,orsmisr,Watch,Female,28.0,5.0,Small,Stainless Steel,Gold,White,Metal Bracelet,Gold,2399.0
watch_840,orsmisr,Watch,Female,39.0,10.0,Medium,Stainless Steel,Gold,White,Metal Bracelet,Gold,510.0
watch_841,orsmisr,Watch,Female,36.0,5.0,Medium,Stainless Steel,Gold,Gold,Metal Bracelet,Gold,460.0
watch_842,orsmisr,Watch,Female,28.0,5.0,Small,Stainless Steel,Silver,Silver,Metal Bracelet,Silver,510.0
watch_843,orsmisr,Watch,Female,28.0,5.0,Small,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,899.0
watch_844,orsmisr,Watch,Female,39.0,5.0,Medium,Stainless Steel,Silver,Silver,Metal Bracelet,Silver,999.0
watch_845,orsmisr,Watch,Female,36.0,5.0,Medium,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,745.0
watch_846,orsmisr,Watch,Female,36.5,5.0,Medium,Stainless Steel,Gold,Black,Metal Bracelet,Gold,398.0
watch_847,orsmisr,Watch,Female,33.0,10.0,Small,Stainless Steel,Gold,Black,Metal Bracelet,Gold,468.0
watch_848,orsmisr,Watch,Female,36.5,5.0,Medium,Stainless Steel,Gold,Black,Metal Bracelet,Gold,538.0
watch_849,orsmisr,Watch,Female,40.0,10.0,Medium,Stainless Steel,Gold,Gold,Metal Bracelet,Gold,538.0
watch_850,orsmisr,Watch,Female,39.0,3.0,Medium,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,560.0
watch_851,orsmisr,Watch,Female,39.0,5.0,Medium,Stainless Steel,Silver,Silver,Metal Bracelet,Silver,654.0
watch_852,orsmisr,Watch,Female,39.0,10.0,Medium,Stainless Steel,Rose Gold,White,Metal Bracelet,Rose Gold,569.0
watch_853,orsmisr,Watch,Female,42.0,10.0,Medium,Stainless Steel,Gold,Gold,Metal Bracelet,Gold,569.0
watch_854,orsmisr,Watch,Female,43.0,10.0,Large,Stainless Steel,Gold,Black,Metal Bracelet,Gold,599.0
watch_855,orsmisr,Watch,Female,36.0,5.0,Medium,Stainless Steel,Silver,White,Metal Bracelet,Silver,699.0
watch_856,orsmisr,Watch,Female,37.0,5.0,Medium,Stainless Steel,Gold,Gold,Metal Bracelet,Gold,699.0
watch_857,orsmisr,Watch,Female,43.0,5.0,Large,Stainless Steel,Gold,Rose Gold,Metal Bracelet,Two Tone,849.0
watch_858,orsmisr,Watch,Female,37.0,5.0,Medium,Stainless Steel,Gold,White,Metal Bracelet,Two Tone,400.0
watch_859,orsmisr,Watch,Female,40.0,3.0,Medium,Stainless Steel,Gold,White,Metal Bracelet,Gold,699.0
watch_860,orsmisr,Watch,Female,40.0,3.0,Medium,Stainless Steel,Rose Gold,White,Metal Bracelet,Rose Gold,420.0
watch_861,orsmisr,Watch,Male,45.0,10.0,Large,Stainless Steel,Gold,Gold,Metal Bracelet,Gold,899.0
watch_862,orsmisr,Smartwatch,Female,42.0,3.0,Medium,Stainless Steel,Gold,LCD,Metal Bracelet,Gold,398.0
watch_863,orsmisr,Smartwatch,Female,42.0,3.0,Medium,Stainless Steel,Black,LCD,Metal Bracelet,Black,769.0
watch_864,orsmisr,Smartwatch,Female,44.5,3.0,Large,Stainless Steel,Gold,LCD,Metal Bracelet,Gold,629.0
watch_865,orsmisr,Smartwatch,Female,44.5,3.0,Large,Stainless Steel,Rose Gold,LCD,Metal Bracelet,Rose Gold,769.0
watch_866,orsmisr,Smartwatch,Female,44.5,3.0,Large,Stainless Steel,Silver,LCD,Metal Bracelet,Silver,899.0
watch_867,orsmisr,Smartwatch,Female,42.0,1.0,Medium,Stainless Steel,Silver,LCD,Metal Bracelet,Silver,849.0
watch_868,orsmisr,Smartwatch,Female,42.0,1.0,Medium,Stainless Steel,Gold,LCD,Metal Bracelet,Gold,669.0
watch_869,orsmisr,Smartwatch,Female,42.0,1.0,Medium,Stainless Steel,Rose Gold,LCD,Metal Bracelet,Rose Gold,419.0
watch_870,orsmisr,Smartwatch,Female,42.0,1.0,Medium,Stainless Steel,Gold,LCD,Metal Bracelet,Gold,420.0
watch_871,orsmisr,Smartwatch,Female,42.0,1.0,Medium,Stainless Steel,Silver,LCD,Metal Bracelet,Silver,849.0
watch_872,orsmisr,Smartwatch,Female,42.0,1.0,Medium,Stainless Steel,Brown,LCD,Metal Bracelet,Brown,899.0
watch_873,orsmisr,Smartwatch,Female,42.0,1.0,Medium,Stainless Steel,Black,LCD,Metal Bracelet,Black,799.0
watch_874,knydkyn,Watch,Female,20.0,3.0,Small,Stainless Steel,Rose Gold,White,Metal Bracelet,Two Tone,559.0
watch_875,knydkyn,Watch,Female,28.0,5.0,Small,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,449.0
watch_876,knydkyn,Watch,Female,36.0,5.0,Medium,Stainless Steel,Silver,Silver,Leather,Brown,799.0
watch_877,knydkyn,Watch,Female,28.0,5.0,Small,Stainless Steel,White,White,Metal Bracelet,White,699.0
watch_878,knydkyn,Watch,Female,34.0,5.0,Small,Stainless Steel,Silver,White,Metal Bracelet,Silver,799.0
watch_879,knydkyn,Watch,Female,36.0,5.0,Medium,Stainless Steel,Rose Gold,White,Leather,Black,1299.0
watch_880,knydkyn,Watch,Female,20.0,5.0,Small,Stainless Steel,Silver,Black,Metal Bracelet,Silver,1299.0
watch_881,knydkyn,Watch,Female,36.0,5.0,Medium,Stainless Steel,Rose Gold,Blue,Metal Bracelet,Rose Gold,839.0
watch_882,knydkyn,Watch,Female,20.0,5.0,Small,Stainless Steel,Rose Gold,Blue,Metal Bracelet,Rose Gold,1199.0
watch_883,knydkyn,Watch,Female,24.0,5.0,Small,Stainless Steel,Silver,Silver,Metal Bracelet,Silver,1299.0
watch_884,genskne,Watch,Male,42.0,3.0,Medium,Stainless Steel,Silver,Black,Leather,Brown,1299.0
watch_885,genskne,Watch,Male,42.0,3.0,Medium,Stainless Steel,Rose Gold,Black,Leather,Black,1099.0
watch_886,genskne,Watch,Male,42.0,3.0,Medium,Stainless Steel,Silver,Black,Metal Bracelet,Silver,629.0
watch_887,genskne,Watch,Female,36.0,3.0,Medium,Stainless Steel,Silver,White,Metal Bracelet,Silver,559.0
watch_888,genskne,Watch,Female,36.0,3.0,Medium,Stainless Steel,Silver,Black,Leather,Black,1329.0
watch_889,genskne,Watch,Female,30.0,3.0,Small,Stainless Steel,Silver,White,Leather,Beige,1599.0
watch_890,genskne,Watch,Female,36.0,5.0,Medium,Stainless Steel,Rose Gold,White,Metal Bracelet,Rose Gold,769.0
watch_891,genskne,Watch,Female,26.0,5.0,Small,Stainless Steel,Rose Gold,White,Leather,Black,240.0
watch_892,genskne,Watch,Female,34.0,5.0,Small,Stainless Steel,Rose Gold,Black,Leather,Black,1599.0
watch_893,genskne,Watch,Female,34.0,3.0,Small,Stainless Steel,Rose Gold,White,Leather,Black,1199.0
watch_894,genskne,Watch,Female,34.0,3.0,Small,Stainless Steel,Silver,Black,Metal Bracelet,Silver,745.0
watch_895,genskne,Watch,Male,40.0,5.0,Medium,Stainless Steel,Black,White,Leather,Brown,999.0
watch_896,genskne,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,Blue,Leather,Brown,999.0
watch_897,genskne,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,White,Leather,Black,1669.0
watch_898,genskne,Watch,Male,41.0,5.0,Medium,Stainless Steel,Black,Black,Metal Bracelet,Black,845.0
watch_899,genskne,Watch,Male,41.0,5.0,Medium,Stainless Steel,Green,Black,Metal Bracelet,Green,175.0
watch_900,genskne,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,White,Leather,Brown,135.0
watch_901,genskne,Watch,Male,40.0,5.0,Medium,Stainless Steel,Black,Black,Metal Bracelet,Black,175.0
watch_902,genskne,Watch,Male,40.0,3.0,Medium,Stainless Steel,Black,Black,Leather,Brown,175.0
watch_903,genskne,Watch,Male,40.0,3.0,Medium,Titanium,Rose Gold,White,Leather,Black,175.0
watch_904,genskne,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,Blue,Leather,Black,175.0
watch_905,aniemin,Watch,Male,41.0,5.0,Medium,Stainless Steel,Silver,Black,Leather,Black,215.0
watch_906,orsmisr,Watch,Female,37.0,5.0,Medium,Stainless Steel,Silver,White,Metal Bracelet,Two Tone,175.0
watch_907,ssnu.ns,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,Black,Leather,Brown,109.0
watch_908,ssnu.ns,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,Blue,Leather,Brown,179.0
watch_909,ssnu.ns,Watch,Unisex,40.0,5.0,Medium,Stainless Steel,Silver,Two Tone,Leather,White,81.0
watch_910,ssnu.ns,Watch,Unisex,40.0,5.0,Medium,Stainless Steel,Black,Two Tone,Leather,Black,109.0
watch_911,ssnu.ns,Watch,Unisex,40.0,5.0,Medium,Stainless Steel,Red,Two Tone,Leather,Red,175.0
watch_912,ssnu.ns,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,White,Leather,Blue,175.0
watch_913,ssnu.ns,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,Black,Leather,Brown,255.0
watch_914,ssnu.ns,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,Black,Leather,Brown,175.0
watch_915,ssnu.ns,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,White,Leather,Brown,203.0
watch_916,ssnu.ns,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,Black,Leather,Black,151.0
watch_917,ssnu.ns,Watch,Male,44.0,5.0,Large,Stainless Steel,Silver,Gold,Leather,Black,255.0
watch_918,ssnu.ns,Watch,Male,44.0,5.0,Large,Stainless Steel,Silver,Black,Leather,Black,175.0
watch_919,ssnu.ns,Watch,Female,38.0,3.0,Medium,Stainless Steel,Silver,Blue,Fabric,Blue,175.0
watch_920,ssnu.ns,Watch,Female,38.0,3.0,Medium,Stainless Steel,Silver,White,Fabric,Black,123.0
watch_921,ssnu.ns,Watch,Male,42.5,5.0,Medium,Stainless Steel,Black,Black,Silicone,Black,179.0
watch_922,ssnu.ns,Watch,Male,42.5,5.0,Medium,Stainless Steel,Black,Blue,Leather,Blue,175.0
watch_923,ssnu.ns,Watch,Male,44.0,3.0,Large,Stainless Steel,Silver,Two Tone,Silicone,Blue,175.0
watch_924,ssnu.ns,Watch,Male,46.0,3.0,Large,Stainless Steel,Silver,Two Tone,Silicone,Blue,175.0
watch_925,ssnu.ns,Watch,Male,44.0,3.0,Large,Stainless Steel,Silver,Black,Leather,Brown,135.0
watch_926,ssnu.ns,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,Blue,Leather,Blue,175.0
watch_927,ssnu.ns,Watch,Male,39.0,5.0,Medium,Stainless Steel,Silver,White,Leather,Blue,215.0
watch_928,ssnu.ns,Watch,Male,39.0,5.0,Medium,Stainless Steel,Silver,Black,Leather,Black,123.0
watch_929,ssnu.ns,Watch,Male,39.0,5.0,Medium,Stainless Steel,Silver,Blue,Leather,Blue,215.0
watch_930,ssnu.ns,Watch,Male,44.0,5.0,Large,Stainless Steel,Silver,White,Leather,Brown,175.0
watch_931,ssnu.ns,Watch,Male,44.0,5.0,Large,Stainless Steel,Silver,Black,Leather,Black,175.0
watch_932,ssnu.ns,Watch,Male,44.0,5.0,Large,Stainless Steel,Silver,Blue,Leather,Brown,175.0
watch_933,ssnu.ns,Watch,Male,44.0,5.0,Large,Stainless Steel,Silver,Two Tone,Leather,Black,215.0
watch_934,ssnu.ns,Watch,Male,44.0,5.0,Large,Stainless Steel,Rose Gold,Two Tone,Leather,Brown,255.0
watch_935,ssnu.ns,Watch,Male,44.0,5.0,Large,Stainless Steel,Black,Two Tone,Leather,Black,335.0
watch_936,ssnu.ns,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,White,Leather,Brown,375.0
watch_937,ssnu.ns,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,Black,Leather,Black,215.0
watch_938,ssnu.ns,Watch,Male,40.0,5.0,Medium,Stainless Steel,Rose Gold,Blue,Leather,Blue,335.0
watch_939,ssnu.ns,Watch,Male,44.0,5.0,Large,Stainless Steel,Silver,White,Leather,Black,151.0
watch_940,ssnu.ns,Watch,Male,44.0,5.0,Large,Stainless Steel,Silver,Black,Leather,Black,215.0
watch_941,ssnu.ns,Watch,Male,44.0,5.0,Large,Stainless Steel,Silver,Black,Leather,Brown,175.0
watch_942,ssnu.ns,Watch,Male,44.0,5.0,Large,Stainless Steel,Rose Gold,White,Leather,Brown,195.0
watch_943,ssnu.ns,Watch,Male,44.0,5.0,Large,Stainless Steel,Rose Gold,Blue,Leather,Blue,195.0
watch_944,ssnu.ns,Watch,Male,44.0,5.0,Large,Stainless Steel,Black,Black,Leather,Black,215.0
watch_945,ssnu.ns,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,White,Leather,Black,255.0
watch_946,ssnu.ns,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,Black,Leather,Black,215.0
watch_947,ssnu.ns,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,Blue,Leather,Brown,255.0
watch_948,ssnu.ns,Watch,Male,41.0,5.0,Medium,Stainless Steel,Silver,Black,Leather,Black,195.0
watch_949,ssnu.ns,Watch,Male,41.0,5.0,Medium,Stainless Steel,Silver,Blue,Leather,Blue,215.0
watch_950,ssnu.ns,Watch,Male,41.0,5.0,Medium,Stainless Steel,Gold,Black,Leather,Black,215.0
watch_951,ssnu.ns,Watch,Female,42.0,5.0,Medium,Stainless Steel,Rose Gold,Black,Fabric,Black,255.0
watch_952,ssnu.ns,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,Black,Silicone,Black,175.0
watch_953,ssnu.ns,Watch,Male,42.0,5.0,Medium,Stainless Steel,Black,White,Silicone,Blue,151.0
watch_954,ssnu.ns,Watch,Female,40.0,3.0,Medium,Stainless Steel,Rose Gold,Black,Metal Bracelet,Rose Gold,1849.0
watch_955,ssnu.ns,Watch,Female,40.0,3.0,Medium,Stainless Steel,Rose Gold,Black,Leather,Black,290.0
watch_956,ssnu.ns,Watch,Male,46.0,3.0,Large,Stainless Steel,Black,White,Silicone,Black,699.0
watch_957,ssnu.ns,Watch,Male,46.0,3.0,Large,Stainless Steel,Rose Gold,Black,Silicone,Black,1149.0
watch_958,ssnu.ns,Watch,Male,46.0,3.0,Large,Stainless Steel,Silver,Black,Silicone,Black,165.0
watch_959,ssnu.ns,Watch,Female,38.5,3.0,Medium,Stainless Steel,Silver,White,Leather,Brown,151.0
watch_960,ssnu.ns,Watch,Female,38.5,3.0,Medium,Stainless Steel,Silver,Black,Leather,Black,215.0
watch_961,ssnu.ns,Watch,Female,32.0,3.0,Small,Stainless Steel,Silver,Black,Metal Bracelet,Two Tone,255.0
watch_962,ssnu.ns,Watch,Female,38.0,3.0,Medium,Stainless Steel,Silver,Black,Leather,Black,235.0
watch_963,ssnu.ns,Watch,Female,38.0,3.0,Medium,Stainless Steel,Silver,White,Leather,White,255.0
watch_964,ssnu.ns,Watch,Female,26.0,3.0,Small,Stainless Steel,Silver,White,Metal Bracelet,Silver,215.0
watch_965,ssnu.ns,Watch,Female,26.0,3.0,Small,Stainless Steel,Silver,Black,Metal Bracelet,Silver,215.0
watch_966,ssnu.ns,Watch,Female,26.0,3.0,Small,Stainless Steel,Rose Gold,White,Metal Bracelet,Rose Gold,255.0
watch_967,ssnu.ns,Watch,Female,30.0,3.0,Small,Stainless Steel,Silver,White,Metal Bracelet,Silver,255.0
watch_968,ssnu.ns,Watch,Female,30.0,3.0,Small,Stainless Steel,Silver,Black,Metal Bracelet,Silver,295.0
watch_969,ssnu.ns,Watch,Female,30.0,3.0,Small,Stainless Steel,Rose Gold,White,Metal Bracelet,Rose Gold,350.0
watch_970,ssnu.ns,Watch,Female,30.0,3.0,Small,Stainless Steel,Rose Gold,Blue,Metal Bracelet,Rose Gold,350.0
watch_971,ssnu.ns,Watch,Female,28.0,5.0,Small,Stainless Steel,Silver,Blue,Leather,Blue,215.0
watch_972,ssnu.ns,Watch,Female,36.0,3.0,Medium,Stainless Steel,Rose Gold,White,Leather,White,290.0
watch_973,ssnu.ns,Watch,Female,36.0,3.0,Medium,Stainless Steel,Rose Gold,Black,Leather,Rose,290.0
watch_974,ssnu.ns,Watch,Female,30.0,3.0,Small,Stainless Steel,Silver,Black,Metal Bracelet,Two Tone,234.0
watch_975,ssnu.ns,Watch,Female,30.0,3.0,Small,Stainless Steel,Rose Gold,White,Metal Bracelet,Two Tone,408.0
watch_976,ssnu.ns,Watch,Female,30.0,3.0,Small,Stainless Steel,Rose Gold,Brown,Metal Bracelet,Two Tone,408.0
watch_977,ssnu.ns,Watch,Female,30.0,3.0,Small,Stainless Steel,Rose Gold,Blue,Metal Bracelet,Two Tone,408.0
watch_978,ssnu.ns,Watch,Female,30.0,3.0,Small,Stainless Steel,Gold,Black,Metal Bracelet,Two Tone,408.0
watch_979,ssnu.ns,Watch,Female,28.0,5.0,Small,Stainless Steel,Silver,Silver,Leather,Black,408.0
watch_980,ssnu.ns,Watch,Female,34.0,5.0,Small,Stainless Steel,Silver,White,Metal Bracelet,Silver,366.0
watch_981,orsmisr,Watch,Female,36.0,5.0,Medium,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,387.0
watch_982,silfoli,Watch,Male,50.0,10.0,X-Large,Stainless Steel,Black,Blue,Metal Bracelet,Two Tone,450.0
watch_983,genskne,Watch,Male,40.0,5.0,Medium,Stainless Steel,Silver,Blue,Leather,Brown,450.0
watch_984,aniemin,Watch,Female,28.0,3.0,Small,Stainless Steel,Rose Gold,Silver,Metal Bracelet,Rose Gold,450.0
watch_985,aniemin,Watch,Male,46.0,5.0,Large,Stainless Steel,Silver,Black,Metal Bracelet,Silver,450.0
watch_986,silfoli,Watch,Male,45.0,10.0,Large,Stainless Steel,Silver,Black,Metal Bracelet,Silver,450.0
watch_987,silfoli,Watch,Female,40.0,5.0,Medium,Stainless Steel,Silver,Mother Of Pearl,Metal Bracelet,Silver,450.0
watch_988,silfoli,Watch,Female,36.0,3.0,Medium,Stainless Steel,Silver,Mother Of Pearl,Leather,Pink,450.0
watch_989,silfoli,Smartwatch,Unisex,44.0,3.0,Large,Stainless Steel,Black,Black,Metal Bracelet,Two Tone,450.0
watch_990,genskne,Watch,Female,30.0,5.0,Small,Stainless Steel,Silver,Blue,Metal Bracelet,Silver,452.0
watch_991,genskne,Watch,Male,40.0,5.0,Medium,Stainless Steel,Black,White,Metal Bracelet,Black,450.0
watch_992,orsmisr,Watch,Female,38.0,5.0,Medium,Stainless Steel,Purple,Black,Metal Bracelet,Purple,450.0
watch_993,orsmisr,Watch,Female,36.0,5.0,Medium,Stainless Steel,Rose Gold,Rose Gold,Leather,Rose Gold,450.0
watch_994,orsmisr,Watch,Female,31.0,5.0,Small,Stainless Steel,Rose Gold,White,Leather,rose gold,450.0
watch_995,orsmisr,Watch,Female,36.5,5.0,Medium,Stainless Steel,Gold,White,Leather,Two Tone,450.0
watch_996,orsmisr,Watch,Female,36.5,5.0,Medium,Stainless Steel,Rose Gold,Silver,Leather,Two Tone,450.0
watch_997,orsmisr,Watch,Female,38.0,5.0,Medium,Stainless Steel,Silver,White,Leather,Blue,450.0
watch_998,orsmisr,Watch,Female,38.0,5.0,Medium,Stainless Steel,Rose Gold,White,Leather,pink,450.0
watch_999,orsmisr,Watch,Female,33.0,5.0,Small,Stainless Steel,Silver,Silver,Metal Bracelet,Silver,450.0
watch_1000,orsmisr,Watch,Female,33.0,5.0,Small,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Rose Gold,387.0
watch_1001,orsmisr,Watch,Female,33.0,5.0,Small,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,Two Tone,899.0
watch_1002,orsmisr,Watch,Female,33.0,5.0,Small,Stainless Steel,Rose Gold,White,Metal Bracelet,rose gold,699.0
watch_1003,orsmisr,Watch,Female,37.0,5.0,Medium,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,rose gold,1045.0
watch_1004,orsmisr,Watch,Female,32.0,5.0,Small,Stainless Steel,Rose Gold,Mother Of Pearl,Metal Bracelet,rose Gold,945.0
watch_1005,orsmisr,Watch,Female,36.0,5.0,Medium,Stainless Steel,Silver,Mother Of Pearl,Metal Bracelet,Silver,899.0
watch_1006,orsmisr,Watch,Female,36.0,5.0,Medium,Stainless Steel,Rose Gold,Gold,Metal Bracelet,Rose Gold,899.0
watch_1007,orsmisr,Watch,Female,31.0,5.0,Small,Stainless Steel,Gold,Gold,Metal Bracelet,gold,899.0
watch_1008,orsmisr,Watch,Female,31.0,5.0,Small,Stainless Steel,Rose Gold,Rose Gold,Metal Bracelet,rose gold,450.0
watch_1009,orsmisr,Watch,Female,41.0,5.0,Medium,Stainless Steel,Rose Gold,Mother Of Pearl,Metal Bracelet,rose gold,1369.0
watch_1010,orsmisr,Watch,Female,39.0,5.0,Medium,Stainless Steel,Silver,Mother Of Pearl,Metal Bracelet,Silver,1369.0
watch_1011,orsmisr,Watch,Female,33.0,5.0,Small,Stainless Steel,White,White,Metal Bracelet,White,790.0
watch_1012,orsmisr,Watch,Male,43.0,5.0,Large,Stainless Steel,Black,Black,Metal Bracelet,Black,1369.0
watch_1013,orsmisr,Watch,Male,43.0,10.0,Large,Stainless Steel,Gold,blue,Metal Bracelet,Two Tone,1189.0
watch_1014,orsmisr,Watch,Female,39.0,5.0,Medium,Stainless Steel,Silver,Silver,Metal Bracelet,Two Tone,1189.0
watch_1015,orsmisr,Watch,Female,39.0,5.0,Medium,Stainless Steel,Gold,Gold,Metal Bracelet,gold,1699.0
watch_1016,orsmisr,Watch,Female,39.0,5.0,Medium,Stainless Steel,Rose Gold,Mother Of Pearl,Metal Bracelet,Rose Gold,959.0
watch_1017,orsmisr,Watch,Female,40.0,10.0,Medium,Stainless Steel,Gold,White,Metal Bracelet,Two Tone,1299.0
watch_1018,orsmisr,Watch,Female,40.0,10.0,Medium,Stainless Steel,Rose Gold,rose gold,Metal Bracelet,Two Tone,1369.0
watch_1019,orsmisr,Watch,Female,40.0,10.0,Medium,Stainless Steel,Rose Gold,Black,Metal Bracelet,Two Tone,1189.0
watch_1020,orsmisr,Watch,Female,26.0,5.0,Small,Stainless Steel,Gold,White,Metal Bracelet,Two Tone,1189.0
watch_1021,orsmisr,Watch,Female,26.0,5.0,Small,Stainless Steel,Rose Gold,rose gold,metal bracelet,Two Tone,1239.0
watch_1022,orsmisr,Watch,Female,43.0,10.0,Large,Stainless Steel,White,White,Metal Bracelet,White,1294.0
watch_1023,silfoli,Watch,Male,44.0,10.0,Large,Stainless Steel,Silver,Black,Silicone,Black,1625.0
watch_1024,silfoli,Watch,Female,32.0,5.0,Small,Stainless Steel,Silver,cream,Leather,Brown,450.0
watch_1025,silfoli,Watch,Female,26.0,5.0,Small,Stainless Steel,Silver,White,Leather,Brown,408.0
watch_1026,silfoli,Watch,Female,36.0,3.0,Medium,Stainless Steel,Rose Gold,White,Leather,pink,450.0
watch_1027,silfoli,Watch,Female,34.0,3.0,Small,Stainless Steel,Gold,White,Leather,Brown,450.0
watch_1028,silfoli,Watch,Female,36.0,3.0,Medium,Stainless Steel,Rose Gold,Blue,Leather,Brown,450.0
watch_1029,silfoli,Watch,Female,26.0,5.0,Small,Stainless Steel,Silver,Blue,Leather,Brown,450.0
watch_1030,silfoli,Watch,Female,26.0,5.0,Small,Stainless Steel,Rose Gold,White,Leather,beige,450.0
watch_1031,silfoli,Watch,Female,35.0,3.0,Small,Stainless Steel,Silver,pink,Leather,pink,450.0
watch_1032,silfoli,Watch,Female,35.0,3.0,Small,Stainless Steel,Silver,White,Leather,Black,450.0
watch_1033,silfoli,Watch,Female,35.0,3.0,Small,Stainless Steel,Silver,Black,Leather,Brown,450.0
watch_1034,silfoli,Watch,Female,36.0,3.0,Medium,Stainless Steel,Silver,White,Leather,Cream,450.0
watch_1035,silfoli,Watch,Female,36.0,3.0,Medium,Stainless Steel,Silver,Mother Of Pearl,Leather,Black,450.0
watch_1036,silfoli,Watch,Male,42.0,5.0,Medium,Stainless Steel,Black,Brown,Leather,Brown,408.0
watch_1037,silfoli,Watch,Male,42.0,5.0,Medium,Stainless Steel,Black,Black,metal bracelet,Black,450.0
watch_1038,silfoli,Watch,Male,43.0,5.0,Large,Stainless Steel,Silver,Black,Leather,Black,450.0
watch_1039,silfoli,Watch,Male,43.0,5.0,Large,Stainless Steel,Silver,Blue,Leather,Brown,450.0
watch_1040,silfoli,Watch,Male,42.0,5.0,Medium,Stainless Steel,Silver,Blue,Leather,Brown,450.0
watch_1041,silfoli,Watch,Male,44.0,5.0,Large,Stainless Steel,Silver,cream,Leather,Brown,450.0
watch_1042,silfoli,Watch,Male,44.0,5.0,Large,Stainless Steel,Silver,Black,Leather,Black,450.0
watch_1043,silfoli,Watch,Male,42.0,5.0,Medium,Stainless Steel,Silver,blue,Leather,Brown,450.0
watch_1044,silfoli,Watch,Male,42.0,5.0,Medium,Stainless Steel,Black,Black,Leather,Brown,450.0
watch_1045,silfoli,Watch,Male,42.0,5.0,Medium,Stainless Steel,Silver,Black,Leather,Brown,450.0
watch_1046,silfoli,Watch,Male,44.0,5.0,Large,Stainless Steel,Rose Gold,Blue,Leather,Blue,450.0
watch_1047,silfoli,Watch,Male,44.0,5.0,Large,Stainless Steel,Silver,Blue,Leather,Brown,408.0
watch_1048,silfoli,Watch,Male,44.0,5.0,Large,Stainless Steel,Black,Black,Leather,Black,408.0
watch_1049,silfoli,Watch,Male,44.0,5.0,Large,Stainless Steel,Black,Black,Leather,Black,408.0
watch_1050,silfoli,Watch,Male,44.0,5.0,Large,Stainless Steel,Silver,Black,Metal Bracelet,Silver,408.0
watch_1051,silfoli,Smartwatch,Male,42.0,3.0,Medium,Stainless Steel,Brown,Brown,Leather,Brown,515.0
watch_1052,silfoli,Smartwatch,Male,42.0,3.0,Medium,Stainless Steel,Silver,Silver,Leather,Brown,515.0
watch_1053,silfoli,Smartwatch,Male,42.0,5.0,Medium,Stainless Steel,Black,Black,Metal Bracelet,Black,515.0
watch_1054,silfoli,Smartwatch,Male,42.0,5.0,Medium,Stainless Steel,Silver,Black,Metal Bracelet,Silver,515.0
